TAI-UT1: IERS A/B via Astropy including forecast for about a year
(A3,2X,I5,6(I7,1X),1X,I2)        2                  6  5           1.E-4
     59744 370871  370816  370783  370718  370649  370620 
     59774 370565  370523  370476  370404  370363  370330 
     59804 370286  370264  370200  370146  370132  370104 
     59834 370106  370100  370060  370051  370044  370032 
     59864 370055  370047  370057  370099  370102  370138 
     59894 370163  370153  370179  370197  370196  370211 
     59924 370187  370170  370181  370172  370195  370190 
     59954 370170  370176  370168  370154  370156  370124 
     59984 370112  370125  370113  370145  370153  370149 
     60014 370184  370201  370220  370255  370245  370257 
     60044 370284  370288  370331  370340  370330  370348 
     60074 370337  370337  370347  370312  370295  370282 
     60104 370243  370236  370192  370139  370112  370057 
     60134 370021  369983  369908  369860  369816  369757 
     60164 369738  369678  369624  369598  369550  369539 
     60194 369527  369484  369476  369468  369456  369494 
     60224 369481  369468  369482  369475  369505  369522 
     60254 369501  369508  369507  369510  369545  369534 
     60284 369531  369538  369514  369528  369526  369493 
     60314 369486  369460  369438  369447  369413  369398 
     60344 369405  369395  369439  369447  369434  369444 
     60374 369420  369415  369444  369415  369410  369407 
END
